actual,predicted
startseq in this picture can observe baby in the stroller endseq,startseq in this image can see of of of of of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of of them of
startseq in this image there is guy and girl endseq,startseq in this image we can see man some some some some them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them
startseq in this picture we can see person wearing cap and walking on the path endseq,startseq in this image can see dogs holding holding holding holding object in the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the
startseq in this picture can see person cleaning the floor in front endseq,startseq in this image we can see person on people endseq
startseq this image consists of person in the air endseq,startseq in this image can see boy on the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in this picture we can see dog walking on big branch of tree beside there are plants and trees endseq,startseq in this image can see dogs holding holding dogs holding object on object on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground
startseq in this image we can see person wearing coat and doing pottery work endseq,startseq in this image can see woman wearing sitting and the of the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in this image there is person skating with the skateboard on the road behind the person there is wall endseq,startseq in this image can see woman like the women like the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in this image there are few people sitting in the seats beside them there are metal poles endseq,startseq in this image we can see of people playing some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this picture can see woman in front and see that she is dancing endseq,startseq in this image can see woman wearing wearing wearing wearing them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of them of
startseq in this picture we see the people are sitting on the chairs and two people are sitting on the floor endseq,startseq in this image can see people some people some people some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this image we can see child is sitting in crouched position and he is wearing red color dress endseq,startseq this image can see woman wearing and some some the some some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some the some
startseq it looks like baseball players in orange and white color there are two players holding each other and ball here and there are standing on the ground and in the background there is board and there is logo and text on it endseq,startseq in this picture can see woman wearing some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this image can see an animal red color ball in the water and can see water droplets endseq,startseq in this picture can see person holding the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in this image can see two men in tshirts and can also see wooden podium microphone with stand wire some items wall sticker with some image and text printed on it and the background is dark endseq,startseq in the image can see people wearing different different different the the of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind of behind
startseq in this image we can see lady and two children in the water endseq,startseq in this image can see person wearing wearing wearing in the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in this picture we can see man wearing hat and selling bread endseq,startseq in this image can see woman wearing some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this image there is some object in the mouth of kid endseq,startseq this image can see children playing and of some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this image in the foreground there are some people who are wearing black jackets and red color head scarves endseq,startseq in the image can see few people people people people endseq
startseq in this image we can see dog is coming out from yellow color dog house and on the dog house we can see some black color objects and the dog is in grass field and on the grass field we can also see some other number boards and some other different colors of slopes also and in the blurry background we can see wall endseq,startseq in this picture can see dogs wearing an face ground on the ground on the ground on the ground on the ground on object on object on object on object on object on object on object on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on
startseq this image is taken indoors endseq,startseq in this picture can see woman playing playing playing playing standing and the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the
startseq in this picture can see number of people sitting on chairs in front and can see few of them are standing endseq,startseq in the image can see people standing on the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left the the left
startseq in this picture can see there are two men standing and in the background there are few objects visible endseq,startseq in this image can see woman holding holding apron ground on object on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on
startseq in this picture can see see women in front and see that both of them are wearing same color dress endseq,startseq in this image can see woman playing playing playing in the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the the of the
startseq in this picture can see women sitting in front and see that the woman on the left is sitting on bench and see that she is writing something on book and in front of her can see cup on table endseq,startseq this image consists consists consists consists of the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq this image is taken outdoors endseq,startseq this image can see man and them is seems and the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of the the the of
startseq in this image there is woman in yellow color tshirt holding camera and lying on surface endseq,startseq this image there is are holding in sky in the sky in the sky in the sky in the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the sky on the
startseq in this image there is chess board and there are chess board coins on the table endseq,startseq this image can see of of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of the of
startseq in the image can see the view of place where we have some group of people among them lady is holding the cloth and the other guy is holding the bottle and also can see some buildings endseq,startseq in this picture can observe people some people some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some the left some some some some some some some some some the left some some some some some some some some some some the left some some some some some some some some some the left some some some some some some some some some the left some some some some some some some some some the left some some some some some some some some some some the left some some some some some some some some some the left some some some some some
startseq this image consists of dog playing with ball endseq,startseq in this picture we can see dogs looks wearing dog the the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground
startseq in this picture can observe woman taking photograph of kid sitting on the toy on the right side endseq,startseq in this picture we can observe person some people endseq
startseq this image is taken outdoors endseq,startseq in this image we can see some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some some
startseq in this picture we can see boy swimming and throwing ball and at the edge there is brick wall some people are standing and there are chairs endseq,startseq in this picture we can see woman wearing holding woman on holding object on holding ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground on the ground
startseq in this picture can see two men sitting on the chairs endseq,startseq in this picture can see man some some some some object in object in some some object in some some object in some some some object in some some object in some some some object in some some some object in some some object in some some some some object in some some object in some some object in some some some object in some some object in some some some object in some some some object in some some some object in some some some object in some some object in some some some object in some some some object in some some some object in some some some object in some some object in some some some some object in some some object in some some object in some some some object in some some object in some some some object in some some some object in some some some object in some some some object in some some object in some some some some object in some some object
startseq at the bottom of the picture we see the pavement the footpath and the chairs endseq,startseq in this image we can see person on the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
startseq in the image can see the picture of person who is standing on the snow and holding the tree trunk and to the side there are some other trees endseq,startseq this image can see person endseq
